Datetime,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count,hour,dayofweek,is_weekend,occupancy_lag_1h,occupancy_lag_2h,occupancy_lag_24h,occupancy_rolling_mean_2h
2017-12-23 13:30:00,25.952857142857145,25.991785714285715,25.39892857142857,26.252142857142854,161.21428571428572,252.10714285714286,82.17857142857143,61.25,0.8664285714285714,1.2089285714285716,0.35285714285714287,0.2935714285714286,507.14285714285717,1.012500000000093,0.35714285714285715,0.14285714285714285,2,13,5,1,1.0,0.0,3.0,1.25
2017-12-23 13:45:00,26.032,26.958000000000002,25.46,26.300666666666665,160.9,248.86666666666667,81.06666666666666,60.6,0.7273333333333334,0.9236666666666667,0.29100000000000004,0.266,585.6666666666666,2.353076923077,0.5,0.2,2,13,5,1,2.0,1.0,3.0,1.5
2017-12-23 14:00:00,26.074999999999996,27.134999999999998,25.504285714285714,26.374285714285715,108.35714285714286,164.53571428571428,73.82142857142857,54.642857142857146,0.6853571428571428,0.8950000000000001,0.27,0.2735714285714286,633.3928571428571,1.7559065934071072,0.32142857142857145,0.10714285714285714,2,14,5,1,2.0,1.0,3.0,1.625
2017-12-23 14:15:00,25.964827586206898,27.018620689655172,25.533103448275863,26.320689655172412,14.482758620689655,14.793103448275861,71.10344827586206,51.48275862068966,0.07689655172413792,0.06758620689655172,0.06758620689655172,0.06413793103448276,635.8620689655172,-0.1251989389925138,0.0,0.0,0,14,5,1,2.0,1.0,3.0,1.75
2017-12-23 14:30:00,25.896206896551725,26.95241379310345,25.518620689655172,26.28551724137931,14.03448275862069,14.586206896551724,70.3103448275862,51.03448275862069,0.16931034482758622,0.1093103448275862,0.14241379310344826,0.07793103448275863,569.6551724137931,-2.658620689654352,0.13793103448275862,0.034482758620689655,0,14,5,1,2.0,1.0,0.0,1.625
2017-12-23 14:45:00,25.842499999999998,26.916428571428572,25.512857142857143,26.26928571428571,12.285714285714286,12.892857142857142,62.142857142857146,45.142857142857146,0.15892857142857145,0.1335714285714286,0.15607142857142858,0.0975,533.9285714285714,-0.8325549450547143,0.03571428571428571,0.0,0,14,5,1,2.0,2.0,0.0,1.5
2017-12-23 15:00:00,25.801724137931036,26.841379310344827,25.526896551724136,26.260344827586206,10.758620689655173,11.413793103448276,58.37931034482759,42.51724137931034,0.08931034482758622,0.06517241379310346,0.08655172413793104,0.06517241379310344,488.7931034482759,-1.8149867374013793,0.0,0.0,0,15,5,1,2.0,2.0,0.0,1.25
2017-12-23 15:15:00,25.764482758620687,26.810344827586206,25.5,26.241724137931033,34.10344827586207,13.517241379310345,51.44827586206897,37.275862068965516,0.19827586206896552,0.07793103448275863,0.07241379310344828,0.07310344827586207,443.2758620689655,-1.4708222811672758,0.06896551724137931,0.034482758620689655,1,15,5,1,0.0,2.0,1.0,1.0
2017-12-23 15:30:00,25.871724137931032,26.805862068965517,25.49793103448276,26.28103448275862,120.37931034482759,25.655172413793103,48.41379310344828,35.310344827586206,0.3262068965517242,0.10172413793103449,0.09724137931034484,0.07965517241379311,415.86206896551727,-0.8903183023872207,0.2413793103448276,0.0,1,15,5,1,0.0,2.0,1.0,0.875
2017-12-23 15:45:00,25.96,26.805999999999997,25.504,26.299333333333333,119.6,24.3,41.96666666666667,30.866666666666667,0.32966666666666666,0.113,0.09266666666666667,0.08600000000000001,442.6666666666667,1.0830769230761998,0.4,0.0,1,15,5,1,0.0,2.0,1.0,0.75
2017-12-23 16:00:00,26.02896551724138,26.789310344827587,25.516551724137933,26.313448275862065,118.75862068965517,22.655172413793103,33.51724137931034,23.96551724137931,0.41172413793103446,0.1006896551724138,0.09241379310344829,0.0813793103448276,479.6551724137931,1.1517241379314829,0.27586206896551724,0.10344827586206896,1,16,5,1,0.0,2.0,1.0,0.625
2017-12-23 16:15:00,26.06,26.80785714285714,25.52785714285714,26.335,117.21428571428571,21.035714285714285,26.25,19.285714285714285,0.46714285714285714,0.095,0.07964285714285714,0.08321428571428571,516.7857142857143,1.402884615384357,0.39285714285714285,0.0,1,16,5,1,1.0,0.0,1.0,0.5
2017-12-23 16:30:00,26.08961538461538,26.521153846153844,25.52076923076923,26.322307692307692,117.11538461538461,21.615384615384617,91.26923076923077,16.73076923076923,0.5442307692307693,0.1580769230769231,0.5665384615384615,0.15923076923076926,545.1923076923077,0.9494082840239616,0.2692307692307692,0.2692307692307692,2,16,5,1,1.0,0.0,2.0,0.625
2017-12-23 16:45:00,26.13,25.83413793103448,25.59206896551724,26.322413793103443,118.65517241379311,24.0,194.10344827586206,15.517241379310345,0.5944827586206898,0.3662068965517241,1.0927586206896551,0.2786206896551724,590.1724137931035,1.7175066313,0.4482758620689655,0.3793103448275862,2,16,5,1,1.0,0.0,2.0,0.875
2017-12-23 17:00:00,26.167241379310347,25.82689655172414,25.669310344827586,26.336206896551722,117.82758620689656,23.275862068965516,190.10344827586206,12.620689655172415,0.8444827586206898,0.3955172413793104,1.2010344827586206,0.3682758620689655,665.6896551724138,2.7160477453572414,0.27586206896551724,0.3448275862068966,2,17,5,1,1.0,0.0,2.0,1.125
2017-12-23 17:15:00,26.179655172413796,25.851034482758617,25.72103448275862,26.319655172413793,117.0,22.344827586206897,186.17241379310346,10.241379310344827,0.746551724137931,0.39413793103448275,1.1786206896551723,0.3686206896551724,721.2068965517242,1.8278514588863792,0.3448275862068966,0.41379310344827586,2,17,5,1,1.0,1.0,2.0,1.375
2017-12-23 17:30:00,26.192068965517244,25.961379310344828,25.768620689655172,26.306896551724137,140.06896551724137,177.75862068965517,186.20689655172413,10.89655172413793,0.7575862068965517,0.5289655172413793,1.266896551724138,0.36310344827586205,762.0689655172414,1.5680371352787825,0.3103448275862069,0.4827586206896552,3,17,5,1,2.0,1.0,3.0,1.5
2017-12-23 17:45:00,26.21,26.136666666666667,25.828666666666667,26.333333333333332,149.66666666666666,235.5,185.66666666666666,10.833333333333334,0.5036666666666666,0.30100000000000005,0.6496666666666667,0.17200000000000001,814.5,1.6224358974370001,0.36666666666666664,0.6666666666666666,3,17,5,1,2.0,1.0,3.0,1.75
2017-12-23 18:00:00,26.243571428571432,26.211428571428574,25.877499999999998,26.345,149.42857142857142,234.60714285714286,185.25,10.0,0.3710714285714286,0.43142857142857144,0.4942857142857143,0.16214285714285714,910.7142857142857,3.452335164835,0.10714285714285714,0.35714285714285715,3,18,5,1,2.0,1.0,3.0,2.0
2017-12-23 18:15:00,26.25,26.282142857142855,25.895,26.354642857142856,149.42857142857142,234.17857142857142,185.07142857142858,10.0,0.20750000000000002,0.33178571428571424,0.2596428571428571,0.11607142857142858,975.0,2.2523351648339287,0.25,0.35714285714285715,3,18,5,1,2.0,1.0,3.0,2.25
2017-12-23 18:30:00,26.259999999999998,26.364666666666665,25.908,26.371666666666666,143.36666666666667,184.66666666666666,185.26666666666668,9.3,0.2803333333333333,0.4056666666666667,0.5896666666666667,0.19233333333333336,1036.3333333333333,2.1188461538466665,0.3333333333333333,0.5,3,18,5,1,3.0,2.0,3.0,2.5
2017-12-23 18:45:00,26.258275862068967,26.321379310344824,25.93793103448276,26.33206896551724,114.82758620689656,18.689655172413794,179.9655172413793,7.0,0.553103448275862,0.3172413793103448,1.0020689655172412,0.30965517241379314,1042.9310344827586,-0.18541114058355174,0.3103448275862069,0.3103448275862069,2,18,5,1,3.0,2.0,3.0,2.625
2017-12-23 19:00:00,26.232857142857142,26.237142857142857,25.950714285714287,26.322499999999998,114.0,19.0,179.35714285714286,7.0,0.36678571428571427,0.13178571428571428,0.28071428571428575,0.10214285714285713,1038.0357142857142,-0.021565934065923213,0.39285714285714285,0.07142857142857142,2,19,5,1,3.0,2.0,3.0,2.625
2017-12-23 19:15:00,26.238,26.18,25.976,26.306666666666665,114.0,19.0,179.66666666666666,7.0,0.5466666666666666,0.23233333333333334,0.5166666666666667,0.16266666666666665,1019.1666666666666,-0.6285897435899332,0.2,0.2,2,19,5,1,3.0,2.0,3.0,2.625
2017-12-23 19:30:00,26.21896551724138,26.13,25.944137931034483,26.26241379310345,114.34482758620689,19.0,180.17241379310346,7.0,0.45620689655172414,0.19517241379310346,0.4627586206896552,0.14344827586206896,1022.0689655172414,0.1773209549071962,0.10344827586206896,0.06896551724137931,2,19,5,1,3.0,3.0,3.0,2.625
2017-12-23 19:45:00,26.206000000000003,26.10233333333333,25.915333333333333,26.282,53.56666666666667,9.6,84.26666666666667,3.5,0.8713333333333334,0.3893333333333333,0.9816666666666667,0.28633333333333333,1014.5,-0.12435897435898666,0.4,0.43333333333333335,2,19,5,1,2.0,3.0,0.0,2.5
2017-12-23 20:00:00,26.072142857142858,25.946428571428573,25.743571428571432,26.175,0.0,0.0,0.0,0.0,0.06821428571428571,0.04892857142857143,0.05892857142857143,0.06107142857142857,971.7857142857143,-1.867307692307857,0.0,0.0,0,20,5,1,2.0,3.0,0.0,2.375
2017-12-23 20:15:00,25.98758620689655,25.881379310344826,25.63758620689655,26.103103448275863,0.0,0.0,0.0,0.0,0.06827586206896552,0.04655172413793104,0.06103448275862069,0.06379310344827586,891.3793103448276,-2.87400530503931,0.0,0.0,0,20,5,1,2.0,3.0,0.0,2.0
2017-12-23 20:30:00,25.907333333333334,25.808,25.54033333333333,26.058666666666667,0.0,0.0,0.0,0.0,0.06833333333333334,0.051333333333333335,0.062000000000000006,0.06433333333333333,831.1666666666666,-1.8870512820523333,0.0,0.0,0,20,5,1,2.0,3.0,0.0,1.625
2017-12-23 20:45:00,25.87034482758621,25.770689655172415,25.481379310344828,26.04413793103448,0.0,0.0,0.0,0.0,0.06551724137931035,0.04862068965517242,0.0603448275862069,0.06517241379310346,769.8275862068965,-2.2026525198934483,0.0,0.0,0,20,5,1,2.0,2.0,0.0,1.25
2017-12-23 21:00:00,25.795517241379308,25.743793103448276,25.406896551724138,26.04413793103448,0.0,0.0,0.0,0.0,0.06827586206896552,0.048275862068965524,0.060689655172413794,0.06379310344827586,713.6206896551724,-1.8860742705572415,0.0,0.0,0,21,5,1,0.0,2.0,0.0,1.0
2017-12-23 21:15:00,25.73071428571429,25.694285714285716,25.335,25.939285714285713,0.0,0.0,0.0,0.0,0.0667857142857143,0.05071428571428572,0.06142857142857143,0.0625,657.6785714285714,-1.9689560439557143,0.0,0.0,0,21,5,1,0.0,2.0,0.0,0.75
2017-12-23 21:30:00,25.69,25.652758620689653,25.289310344827587,25.83551724137931,0.0,0.0,0.0,0.0,0.06758620689655173,0.05241379310344828,0.061724137931034484,0.06103448275862069,585.3448275862069,-2.5477453580900002,0.0,0.0,0,21,5,1,0.0,2.0,0.0,0.5
2017-12-23 21:45:00,25.654827586206896,25.63,25.24793103448276,25.81206896551724,0.0,0.0,0.0,0.0,0.07103448275862069,0.052068965517241377,0.06275862068965518,0.06275862068965518,527.9310344827586,-1.9668435013248275,0.0,0.0,0,21,5,1,0.0,2.0,0.0,0.25
2017-12-23 22:00:00,25.62034482758621,25.61310344827586,25.198275862068964,25.772758620689654,0.0,0.0,0.0,0.0,0.06620689655172414,0.05137931034482759,0.061724137931034484,0.061724137931034484,476.2068965517241,-1.821220159150345,0.0,0.0,0,22,5,1,0.0,0.0,0.0,0.0
2017-12-23 22:15:00,25.561034482758622,25.56,25.15896551724138,25.70655172413793,0.0,0.0,0.0,0.0,0.06758620689655173,0.048275862068965524,0.06137931034482759,0.06241379310344828,429.3103448275862,-1.550795755968276,0.0,0.0,0,22,5,1,0.0,0.0,0.0,0.0
2017-12-23 22:30:00,25.52,25.534,25.122999999999998,25.688333333333333,0.0,0.0,0.0,0.0,0.06633333333333334,0.04933333333333333,0.06066666666666667,0.061000000000000006,392.1666666666667,-1.1796153846158668,0.0,0.0,0,22,5,1,0.0,0.0,0.0,0.0
2017-12-23 22:45:00,25.521428571428572,25.512857142857143,25.074999999999996,25.650357142857143,0.0,0.0,0.0,0.0,0.06535714285714286,0.04964285714285715,0.06,0.06,385.17857142857144,-0.177060439560325,0.0,0.0,0,22,5,1,0.0,0.0,0.0,0.0
2017-12-23 23:00:00,25.476,25.494000000000003,25.054333333333332,25.62366666666667,0.0,0.0,0.0,0.0,0.066,0.049666666666666665,0.060333333333333336,0.061000000000000006,380.1666666666667,-0.16358974358975334,0.0,0.0,0,23,5,1,0.0,0.0,0.0,0.0
2017-12-23 23:15:00,25.458620689655174,25.460689655172413,25.022758620689654,25.557241379310344,0.0,0.0,0.0,0.0,0.06827586206896552,0.05275862068965517,0.06137931034482759,0.06206896551724138,377.41379310344826,-0.11830238726793448,0.0,0.0,0,23,5,1,0.0,0.0,0.0,0.0
2017-12-23 23:30:00,25.43793103448276,25.44,24.99586206896552,25.568620689655173,0.0,0.0,0.0,0.0,0.06586206896551725,0.049310344827586214,0.0603448275862069,0.06103448275862069,375.0,-0.05570291777187241,0.0,0.0,0,23,5,1,0.0,0.0,0.0,0.0
2017-12-23 23:45:00,25.427142857142858,25.437857142857144,24.95714285714286,25.557142857142857,0.0,0.0,0.0,0.0,0.0675,0.048214285714285716,0.05964285714285714,0.061785714285714284,371.9642857142857,-0.1385989010989,0.0,0.0,0,23,5,1,0.0,0.0,0.0,0.0
2017-12-24 00:00:00,25.44,25.437857142857144,24.959285714285716,25.627142857142854,0.0,0.0,0.0,0.0,0.06785714285714287,0.04857142857142858,0.05964285714285714,0.06107142857142857,370.0,-0.039972527472482144,0.0,0.0,0,0,6,1,0.0,0.0,0.0,0.0
2017-12-24 00:15:00,25.435862068965516,25.43793103448276,24.960689655172413,25.692068965517244,0.0,0.0,0.0,0.0,0.06586206896551725,0.048275862068965524,0.0596551724137931,0.06103448275862069,370.0,0.0,0.0,0.0,0,0,6,1,0.0,0.0,0.0,0.0
2017-12-24 00:30:00,25.429655172413796,25.431724137931035,24.942068965517244,25.714827586206898,0.0,0.0,0.0,0.0,0.06758620689655172,0.052068965517241377,0.06586206896551725,0.0603448275862069,369.3103448275862,-0.033952254641910345,0.0,0.0,0,0,6,1,0.0,0.0,0.0,0.0
2017-12-24 00:45:00,25.427142857142858,25.425,24.94,25.724285714285713,0.0,0.0,0.0,0.0,0.06857142857142857,0.0475,0.0625,0.06035714285714285,366.7857142857143,-0.08804945054942678,0.0,0.0,0,0,6,1,0.0,0.0,0.0,0.0
2017-12-24 01:00:00,25.387999999999998,25.418,24.918,25.716,0.0,0.0,0.0,0.0,0.06733333333333333,0.04933333333333333,0.059666666666666666,0.060333333333333336,365.6666666666667,-0.05012820512826,0.0,0.0,0,1,6,1,0.0,0.0,0.0,0.0
2017-12-24 01:15:00,25.382068965517238,25.39862068965517,24.900689655172414,25.73758620689655,0.0,0.0,0.0,0.0,0.06689655172413794,0.04655172413793104,0.06103448275862069,0.060689655172413794,365.0,-0.001591511936337931,0.0,0.0,0,1,6,1,0.0,0.0,0.0,0.0
2017-12-24 01:30:00,25.377499999999998,25.395,24.88642857142857,25.74142857142857,0.0,0.0,0.0,0.0,0.06857142857142857,0.05071428571428572,0.06285714285714286,0.062142857142857146,365.0,0.0,0.0,0.0,0,1,6,1,0.0,0.0,0.0,0.0
2017-12-24 01:45:00,25.377666666666663,25.38,24.881999999999998,25.736,0.0,0.0,0.0,0.0,0.065,0.049,0.06133333333333333,0.06233333333333334,365.0,0.0,0.0,0.0,0,1,6,1,0.0,0.0,0.0,0.0
2017-12-24 02:00:00,25.375172413793102,25.38,24.855862068965514,25.73758620689655,0.0,0.0,0.0,0.0,0.06413793103448276,0.051034482758620686,0.06137931034482759,0.060689655172413794,365.0,0.0,0.0,0.0,0,2,6,1,0.0,0.0,0.0,0.0
2017-12-24 02:15:00,25.351034482758617,25.375172413793102,24.846206896551724,25.71896551724138,0.0,0.0,0.0,0.0,0.06448275862068965,0.04896551724137931,0.0603448275862069,0.06206896551724138,364.13793103448273,-0.0339522546419,0.0,0.0,0,2,6,1,0.0,0.0,0.0,0.0
2017-12-24 02:30:00,25.314827586206896,25.358275862068965,24.81,25.696206896551725,0.0,0.0,0.0,0.0,0.06482758620689656,0.05,0.0596551724137931,0.06103448275862069,362.9310344827586,-0.03859416445621793,0.0,0.0,0,2,6,1,0.0,0.0,0.0,0.0
2017-12-24 02:45:00,25.312413793103445,25.32689655172414,24.795517241379308,25.673448275862068,0.0,0.0,0.0,0.0,0.06551724137931035,0.0496551724137931,0.06310344827586208,0.06103448275862069,360.86206896551727,-0.07214854111403793,0.0,0.0,0,2,6,1,0.0,0.0,0.0,0.0
2017-12-24 03:00:00,25.31,25.312333333333335,24.784,25.65,0.0,0.0,0.0,0.0,0.06566666666666668,0.04833333333333334,0.057666666666666665,0.06133333333333334,360.3333333333333,-0.0075641025640850006,0.0,0.0,0,3,6,1,0.0,0.0,0.0,0.0
2017-12-24 03:15:00,25.305714285714284,25.31,24.764999999999997,25.638571428571428,0.0,0.0,0.0,0.0,0.06535714285714286,0.04964285714285715,0.060714285714285714,0.061785714285714284,360.0,-0.020604395604394643,0.0,0.0,0,3,6,1,0.0,0.0,0.0,0.0
2017-12-24 03:30:00,25.271428571428572,25.31,24.752142857142854,25.640714285714285,0.0,0.0,0.0,0.0,0.0675,0.04928571428571429,0.06,0.05928571428571428,360.0,0.0,0.0,0.0,0,3,6,1,0.0,0.0,0.0,0.0
2017-12-24 03:45:00,25.259999999999998,25.302,24.73,25.613666666666667,0.0,0.0,0.0,0.0,0.07,0.04933333333333333,0.06066666666666667,0.061000000000000006,360.0,0.0,0.0,0.0,0,3,6,1,0.0,0.0,0.0,0.0
2017-12-24 04:00:00,25.25,25.272758620689654,24.710689655172413,25.624137931034483,0.0,0.0,0.0,0.0,0.06931034482758622,0.05137931034482759,0.05931034482758621,0.06,360.0,0.0,0.0,0.0,0,4,6,1,0.0,0.0,0.0,0.0
2017-12-24 04:15:00,25.24586206896552,25.25206896551724,24.694137931034483,25.598620689655174,0.0,0.0,0.0,0.0,0.06724137931034484,0.05068965517241379,0.061724137931034484,0.061724137931034484,360.0,0.0,0.0,0.0,0,4,6,1,0.0,0.0,0.0,0.0
2017-12-24 04:30:00,25.224285714285713,25.247857142857146,24.69214285714286,25.577499999999997,0.0,0.0,0.0,0.0,0.06821428571428571,0.05071428571428572,0.06035714285714285,0.06,360.0,0.0,0.0,0.0,0,4,6,1,0.0,0.0,0.0,0.0
2017-12-24 04:45:00,25.216896551724137,25.24793103448276,24.67758620689655,25.57,0.0,0.0,0.0,0.0,0.06862068965517241,0.05,0.0603448275862069,0.06137931034482759,360.0,0.0,0.0,0.0,0,4,6,1,0.0,0.0,0.0,0.0
2017-12-24 05:00:00,25.202,25.246,24.634,25.53033333333333,0.0,0.0,0.0,0.0,0.06866666666666667,0.05,0.061000000000000006,0.061000000000000006,359.8333333333333,-0.00730769230769,0.0,0.0,0,5,6,1,0.0,0.0,0.0,0.0
2017-12-24 05:15:00,25.19,25.21666666666667,24.62962962962963,25.522222222222222,0.0,0.0,0.0,0.0,0.06777777777777778,0.051111111111111114,0.060000000000000005,0.05925925925925926,360.0,0.008119658119655556,0.0,0.0,0,5,6,1,0.0,0.0,0.0,0.0
2017-12-24 05:30:00,25.19,25.19,24.622758620689652,25.5,0.0,0.0,0.0,0.0,0.06793103448275863,0.0503448275862069,0.06379310344827586,0.06103448275862069,359.48275862068965,-0.009018567639251724,0.0,0.0,0,5,6,1,0.0,0.0,0.0,0.0
2017-12-24 05:45:00,25.18,25.196,24.581,25.504,0.0,0.0,0.0,0.0,0.06733333333333333,0.051333333333333335,0.060333333333333336,0.060333333333333336,359.5,-0.017692307692313333,0.0,0.0,0,5,6,1,0.0,0.0,0.0,0.0
2017-12-24 06:00:00,25.15896551724138,25.185862068965516,24.57448275862069,25.477241379310346,0.0,0.0,0.0,0.0,0.06413793103448276,0.049999999999999996,0.0596551724137931,0.06,358.44827586206895,-0.0400530503978362,0.0,0.0,0,6,6,1,0.0,0.0,0.0,0.0
2017-12-24 06:15:00,25.13642857142857,25.18357142857143,24.5625,25.465714285714284,0.0,0.0,0.0,0.0,0.065,0.05071428571428572,0.05928571428571428,0.05964285714285714,355.89285714285717,-0.09162087912086071,0.0,0.0,0,6,6,1,0.0,0.0,0.0,0.0
2017-12-24 06:30:00,25.131999999999998,25.156,24.534,25.442,0.0,0.0,0.0,0.0,0.067,0.05,0.06066666666666667,0.061000000000000006,358.1666666666667,0.07346153846146833,0.0,0.0,0,6,6,1,0.0,0.0,0.0,0.0
2017-12-24 06:45:00,25.12758620689655,25.13,24.510344827586206,25.442068965517244,0.0,0.0,1.1724137931034482,0.8275862068965517,0.06620689655172414,0.04862068965517242,0.0596551724137931,0.061724137931034484,357.2413793103448,-0.01843501326254172,0.0,0.0,0,6,6,1,0.0,0.0,0.0,0.0
2017-12-24 07:00:00,25.113666666666667,25.13,24.502,25.422,0.03333333333333333,0.03333333333333333,4.633333333333334,3.2,0.06533333333333333,0.050333333333333334,0.060333333333333336,0.06233333333333334,356.6666666666667,-6.000200336586659e-14,0.0,0.0,0,7,6,1,0.0,0.0,0.0,0.0
2017-12-24 07:15:00,25.085,25.134285714285713,24.50857142857143,25.40357142857143,1.1428571428571428,1.1428571428571428,9.142857142857142,5.714285714285714,0.0675,0.04964285714285715,0.05928571428571428,0.06464285714285714,359.4642857142857,0.08090659340653572,0.0,0.0,0,7,6,1,0.0,0.0,0.0,0.0
2017-12-24 07:30:00,25.072499999999998,25.132142857142856,24.50857142857143,25.425,2.25,2.357142857142857,13.928571428571429,9.107142857142858,0.06714285714285714,0.04964285714285715,0.06035714285714285,0.065,359.4642857142857,-0.0024725274725178573,0.0,0.0,0,7,6,1,0.0,0.0,0.0,0.0
2017-12-24 07:45:00,25.071666666666665,25.13,24.526,25.424,3.8,3.933333333333333,20.066666666666666,13.6,0.06833333333333334,0.049,0.059333333333333335,0.06133333333333334,359.8333333333333,0.018846153846150335,0.0,0.0,0,7,6,1,0.0,0.0,0.0,0.0
2017-12-24 08:00:00,25.081724137931033,25.13413793103448,24.516551724137933,25.448275862068964,5.0,5.0,26.20689655172414,17.620689655172413,0.06827586206896552,0.0496551724137931,0.05758620689655172,0.06344827586206897,360.0,0.0030503978779827584,0.0,0.0,0,8,6,1,0.0,0.0,0.0,0.0
2017-12-24 08:15:00,25.105862068965514,25.13,24.555862068965517,25.448275862068964,5.413793103448276,5.724137931034483,30.517241379310345,20.379310344827587,0.06758620689655173,0.0503448275862069,0.0596551724137931,0.06310344827586208,360.0,0.0,0.0,0.0,0,8,6,1,0.0,0.0,0.0,0.0
2017-12-24 08:30:00,25.125172413793102,25.13,24.58655172413793,25.386206896551727,6.0344827586206895,6.655172413793103,33.96551724137931,22.379310344827587,0.06827586206896552,0.049310344827586214,0.05931034482758621,0.06517241379310346,360.0,0.0,0.0,0.0,0,8,6,1,0.0,0.0,0.0,0.0
2017-12-24 08:45:00,25.125172413793102,25.132068965517238,24.63,25.403448275862072,6.103448275862069,7.0,35.0,22.724137931034484,0.06896551724137931,0.05068965517241379,0.0596551724137931,0.06379310344827586,359.48275862068965,-0.016578249336868963,0.0,0.0,0,8,6,1,0.0,0.0,0.0,0.0
2017-12-24 09:00:00,25.135454545454547,25.13272727272727,24.659545454545455,25.444999999999997,6.909090909090909,7.0,35.81818181818182,23.636363636363637,0.06818181818181818,0.05318181818181819,0.065,0.06545454545454545,359.09090909090907,-0.016258741258741365,0.0,0.0,0,9,6,1,0.0,0.0,0.0,0.0
2017-12-25 09:00:00,25.00857142857143,25.00857142857143,24.54285714285714,25.319999999999997,7.0,7.0,35.857142857142854,24.0,0.08,0.047142857142857146,0.06142857142857143,0.1,355.0,-0.17307692307685715,0.0,0.0,0,9,0,0,0.0,0.0,0.0,0.0
2017-12-25 09:15:00,25.024444444444445,25.026666666666667,24.567777777777774,25.374074074074073,7.0,7.518518518518518,36.55555555555556,24.037037037037038,0.07592592592592594,0.04777777777777778,0.060000000000000005,0.09962962962962962,355.0,-0.10925925925927037,0.037037037037037035,0.0,0,9,0,0,0.0,0.0,0.0,0.0
